UPC1,Descrption,Price,QOH,Tax,Category,Sub Category ,Sub Category 2,Sub Category 3 ,Vendor 
40006583001,Cucumber Mist,28,1,Yes,Bath/Body ,,,,
40006583001,Cucumber Mist,28,1,Yes,Bath/Body ,,,,
40006583001,Cucumber Mist,28,1,Yes,Bath/Body ,,,,
40006583001,Cucumber Mist,28,1,Yes,Bath/Body ,,,,
40006583001,Cucumber Mist,28,1,Yes,Bath/Body ,,,,
40006583001,Cucumber Mist,28,1,Yes,Bath/Body ,,,,
40006583001,Cucumber Mist,28,1,Yes,Bath/Body ,,,,
40000004241,Z Supply,29.99,1,Yes,Apparel,,,,
M2161,Dainty Layer,50,1,Yes,Accessory ,,,,
M216M,Dainty Layer,69,1,Yes,Accessory ,,,,
40000004432,Sweet Tennessee Dress,148,1,Yes,Apparel,,,,
40000004432,Sweet Tennessee Dress,148,1,Yes,Apparel,,,,
40000004432,Sweet Tennessee Dress,148,1,Yes,Apparel,,,,
40000004255,Mamie Ruth,59.99,1,Yes,Apparel,,,,
40000004255,Mamie Ruth,59.99,1,Yes,Apparel,,,,
40000004255,Mamie Ruth,59.99,1,Yes,Apparel,,,,
40000004215,Cassie Tank,42.99,1,Yes,Apparel,,,,
40000004215,Cassie Tank,42.99,1,Yes,Apparel,,,,
40000004215,Cassie Tank,42.99,1,Yes,Apparel,,,,
40000004297,Free People,58,1,Yes,Apparel,,,,
40000004297,Free People,58,1,Yes,Apparel,,,,
40000004449,Free People Strwbery Swtr,108,1,Yes,Apparel,,,,
40000004449,Free People Strwbery Swtr,108,1,Yes,Apparel,,,,
40000004449,Free People Strwbery Swtr,108,1,Yes,Apparel,,,,
40000004449,Free People Strwbery Swtr,108,1,Yes,Apparel,,,,
40000003807,Wilt Rustic/White Shrunken BF,79.99,1,Yes,Apparel,,,,
40000003807,Wilt Rustic/White Shrunken BF,79.99,1,Yes,Apparel,,,,
40000004477,Wilt Blue/Putty Vintage V-Neck,97.99,1,Yes,Apparel,,,,
40000004477,Wilt Blue/Putty Vintage V-Neck,97.99,1,Yes,Apparel,,,,
40000004330,Free People,98,1,Yes,Apparel,,,,
40000004330,Free People,98,1,Yes,Apparel,,,,
40000003807,Wilt Rustic/White Shrunken BF,79.99,1,Yes,Apparel,,,,
40000003807,Wilt Rustic/White Shrunken BF,79.99,1,Yes,Apparel,,,,
40000004478,Wilt Blue/White Twisted Rib,118.99,1,Yes,Apparel,,,,
40000003807,Wilt Rustic/White Shrunken BF,79.99,1,Yes,Apparel,,,,
40000004417,Free People Black/Green,68,1,Yes,Apparel,,,,
40000004417,Free People Black/Green,68,1,Yes,Apparel,,,,
40000004417,Free People Black/Green,68,1,Yes,Apparel,,,,
40000004417,Free People Black/Green,68,1,Yes,Apparel,,,,
40000004162,PPLA Top,59.99,1,Yes,Apparel,,,,
40000004162,PPLA Top,59.99,1,Yes,Apparel,,,,
T6559A231,,118.99,1,Yes,Apparel,,,,
T6559A231,,118.99,1,Yes,Apparel,,,,
40000004162,PPLA Top,59.99,1,Yes,Apparel,,,,
40000004258,Feel The Piece,169.99,1,Yes,Apparel,,,,
40000004258,Feel The Piece,169.99,1,Yes,Apparel,,,,
40000004505,Nation Viola Tank Elderberry,85.99,1,Yes,Apparel,,,,
40000004505,Nation Viola Tank Elderberry,85.99,1,Yes,Apparel,,,,
40000004505,Nation Viola Tank Elderberry,85.99,1,Yes,Apparel,,,,
40000004533,Free People Tee,58,1,Yes,Apparel,,,,
40000004533,Free People Tee,58,1,Yes,Apparel,,,,
40000004533,Free People Tee,58,1,Yes,Apparel,,,,
40000004476,Wilt Grey/Rust Shrunken Tank,87.99,1,Yes,Apparel,,,,
40000004476,Wilt Grey/Rust Shrunken Tank,87.99,1,Yes,Apparel,,,,
40000004476,Wilt Grey/Rust Shrunken Tank,87.99,1,Yes,Apparel,,,,
40000003743,GoodHyou Top,39.99,1,Yes,Apparel,,,,
40000003743,GoodHyou Top,39.99,1,Yes,Apparel,,,,
40000004511,Mumu Banna Split Pants,145.99,1,Yes,Apparel,,,,
40000004511,Mumu Banna Split Pants,145.99,1,Yes,Apparel,,,,
40000004511,Mumu Banna Split Pants,145.99,1,Yes,Apparel,,,,
40000003874,Park Swing Tank,38,1,Yes,Apparel,,,,
40000003874,Park Swing Tank,38,1,Yes,Apparel,,,,
40000003874,Park Swing Tank,38,1,Yes,Apparel,,,,
40000003874,Park Swing Tank,38,1,Yes,Apparel,,,,
40000003874,Park Swing Tank,38,1,Yes,Apparel,,,,
40000004450,Free People Pink Heart Tunic,98,1,Yes,Apparel,,,,
40000004450,Free People Pink Heart Tunic,98,1,Yes,Apparel,,,,
40000004450,Free People Pink Heart Tunic,98,1,Yes,Apparel,,,,
40000003716,,245,1,Yes,Apparel,,,,
40000003716,,245,1,Yes,Apparel,,,,
40000003716,,245,1,Yes,Apparel,,,,
40000003716,,245,1,Yes,Apparel,,,,
40000003716,,245,1,Yes,Apparel,,,,
40000004406,Tart Olga Blazer,149.99,1,Yes,Apparel,,,,
40000004253,Mamie Ruth,65.99,2,Yes,Apparel,,,,
40000004499,Nation Georgina Henley Camel,99.99,4,Yes,Apparel,,,,
40000004385,Young At Heart Bralette,24.99,3,Yes,Apparel,,,,
40000004500,Nation Georgina Henley Natural,99.99,5,Yes,Apparel,,,,
40000004418,Mid Rise Cargo,228,1,Yes,Apparel,,,,
40000004418,Mid Rise Cargo,228,1,Yes,Apparel,,,,
40000004418,Mid Rise Cargo,228,1,Yes,Apparel,,,,
40000004418,Mid Rise Cargo,228,1,Yes,Apparel,,,,
40000004292,ANB Handbags,59.99,1,Yes,Accessory ,,,,
40008025001,Dainty Lock Silver,62,1,Yes,Accessory ,,,,
40000003789,Giving Keys Lariat Lock Gold,75,1,Yes,Accessory ,,,,
40000004495,Nation Cori Tee Elderberry,79.99,1,Yes,Apparel,,,,
40000004495,Nation Cori Tee Elderberry,79.99,1,Yes,Apparel,,,,
40000004495,Nation Cori Tee Elderberry,79.99,1,Yes,Apparel,,,,
40000004495,Nation Cori Tee Elderberry,79.99,1,Yes,Apparel,,,,
40000004543,Sand Python 17oz,35,1,Yes,Accessory ,,,,
40000004541,Yellow Gold 17oz,42,1,Yes,Accessory ,,,,
40000004545,Birchwood 25oz,45,1,Yes,Accessory ,,,,
40000004543,Sand Python 17oz,35,1,Yes,Accessory ,,,,
40000004545,Birchwood 25oz,45,1,Yes,Accessory ,,,,
40007877001,Mini Shoulder Bag,55,1,Yes,Accessory ,,,,
40000004251,Mamie Ruth,59.99,1,Yes,Apparel,,,,
40000004461,GoodHyouman Aguilera must tank,37.99,1,Yes,Apparel,,,,
40000004461,GoodHyouman Aguilera must tank,37.99,1,Yes,Apparel,,,,
40000003743,GoodHyou Top,39.99,1,Yes,Apparel,,,,
40000003743,GoodHyou Top,39.99,1,Yes,Apparel,,,,
40000003743,GoodHyou Top,39.99,1,Yes,Apparel,,,,
40000003743,GoodHyou Top,39.99,1,Yes,Apparel,,,,
40000004304,PPLA Top,49.99,1,Yes,Apparel,,,,
40000004498,Nation Bowie Tee Olive,85.99,1,Yes,Apparel,,,,
40000004498,Nation Bowie Tee Olive,85.99,1,Yes,Apparel,,,,
40000004498,Nation Bowie Tee Olive,85.99,1,Yes,Apparel,,,,
40000004528,Z Supply Sno Yarn,34.99,1,Yes,Apparel,,,,
40000004502,Nation Leona Henley Navy,89.99,1,Yes,Apparel,,,,
40000004502,Nation Leona Henley Navy,89.99,1,Yes,Apparel,,,,
40000004528,Z Supply Sno Yarn,34.99,1,Yes,Apparel,,,,
40000004528,Z Supply Sno Yarn,34.99,1,Yes,Apparel,,,,
40000004528,Z Supply Sno Yarn,34.99,1,Yes,Apparel,,,,
40000004462,GoodHyouman Jamie-Mock Dress,58.99,1,Yes,Apparel,,,,
40000004462,GoodHyouman Jamie-Mock Dress,58.99,1,Yes,Apparel,,,,
40000004462,GoodHyouman Jamie-Mock Dress,58.99,1,Yes,Apparel,,,,
40000004503,Nation Tricia Tee Black,87.99,1,Yes,Apparel,,,,
40000004503,Nation Tricia Tee Black,87.99,1,Yes,Apparel,,,,
40000004503,Nation Tricia Tee Black,87.99,1,Yes,Apparel,,,,
40000004494,Nation Cori Tee Black,79.99,1,Yes,Apparel,,,,
40000004494,Nation Cori Tee Black,79.99,1,Yes,Apparel,,,,
40000004494,Nation Cori Tee Black,79.99,1,Yes,Apparel,,,,
40000004502,Nation Leona Henley Navy,89.99,1,Yes,Apparel,,,,
40000004494,Nation Cori Tee Black,79.99,1,Yes,Apparel,,,,
40000004497,Nation Gretchen Tee White,76.99,1,Yes,Apparel,,,,
40000004497,Nation Gretchen Tee White,76.99,1,Yes,Apparel,,,,
40000004501,Nation Leona Henley Grey,87.99,1,Yes,Apparel,,,,
40000004501,Nation Leona Henley Grey,87.99,1,Yes,Apparel,,,,
40000004501,Nation Leona Henley Grey,87.99,1,Yes,Apparel,,,,
40000004498,Nation Bowie Tee Olive,85.99,1,Yes,Apparel,,,,
40000004214,Anderson Crop,69.99,1,Yes,Apparel,,,,
40000004503,Nation Tricia Tee Black,87.99,1,Yes,Apparel,,,,
40000004497,Nation Gretchen Tee White,76.99,1,Yes,Apparel,,,,
40000004497,Nation Gretchen Tee White,76.99,1,Yes,Apparel,,,,
40000004497,Nation Gretchen Tee White,76.99,1,Yes,Apparel,,,,
40000004497,Nation Gretchen Tee White,76.99,1,Yes,Apparel,,,,
40000004498,Nation Bowie Tee Olive,85.99,1,Yes,Apparel,,,,
40000004528,Z Supply Sno Yarn,34.99,1,Yes,Apparel,,,,
40000004243,Z Supply,34.99,1,Yes,Apparel,,,,
40000004243,Z Supply,34.99,1,Yes,Apparel,,,,
40000004187,Bittersweet Tee,68,1,Yes,Apparel,,,,
40000004187,Bittersweet Tee,68,1,Yes,Apparel,,,,
40000004187,Bittersweet Tee,68,1,Yes,Apparel,,,,
40000004459,GoodHyouman Jordie french Tee,59.99,1,Yes,Apparel,,,,
40000004459,GoodHyouman Jordie french Tee,59.99,1,Yes,Apparel,,,,
40000004460,GoodHyouman Lennie-Hoodie,59.99,1,Yes,Apparel,,,,
40000004460,GoodHyouman Lennie-Hoodie,59.99,1,Yes,Apparel,,,,
40000004460,GoodHyouman Lennie-Hoodie,59.99,1,Yes,Apparel,,,,
40006153001,Classic 3/4 Sleeve Ivory,38,1,Yes,Apparel,,,,
40006153001,Classic 3/4 Sleeve Ivory,38,1,Yes,Apparel,,,,
40007998001,Charcoal L/S,37,1,Yes,Apparel,,,,
40007997001,Black L/S,37,1,Yes,Apparel,,,,
40006153001,Classic 3/4 Sleeve Ivory,38,1,Yes,Apparel,,,,
40007997001,Black L/S,37,1,Yes,Apparel,,,,
40007998001,Charcoal L/S,37,1,Yes,Apparel,,,,
40007999001,White L/S,37,1,Yes,Apparel,,,,
40007999001,White L/S,37,1,Yes,Apparel,,,,
40007996001,White 3/4 Sleeve,35,1,Yes,Apparel,,,,
40007996001,White 3/4 Sleeve,35,1,Yes,Apparel,,,,
40000003798,Intervention-Ware Mug,15,9,Yes,Apparel,,,,
40000004480,Mumu Flamingo Romper,145.99,1,Yes,Apparel,,,,
40000004480,Mumu Flamingo Romper,145.99,1,Yes,Apparel,,,,
40000004493,Mumu Aquarius Paisely Tunic,145.99,1,Yes,Apparel,,,,
40000004493,Mumu Aquarius Paisely Tunic,145.99,1,Yes,Apparel,,,,
40000004508,Mumu Pete Tunic Rainforest,139.99,1,Yes,Apparel,,,,
40000004508,Mumu Pete Tunic Rainforest,139.99,1,Yes,Apparel,,,,
40000004508,Mumu Pete Tunic Rainforest,139.99,1,Yes,Apparel,,,,
40000004508,Mumu Pete Tunic Rainforest,139.99,1,Yes,Apparel,,,,
40000004396,Level 99 Wide Leg,119.99,1,Yes,Apparel,,,,
40000004396,Level 99 Wide Leg,119.99,1,Yes,Apparel,,,,
40000004396,Level 99 Wide Leg,119.99,1,Yes,Apparel,,,,
40000004396,Level 99 Wide Leg,119.99,1,Yes,Apparel,,,,
40000004396,Level 99 Wide Leg,119.99,1,Yes,Apparel,,,,
40000004251,Mamie Ruth,59.99,1,Yes,Apparel,,,,
40000004251,Mamie Ruth,59.99,1,Yes,Apparel,,,,
40000004486,Mumu Aquarius Paisely Tank,109.99,1,Yes,Apparel,,,,
40000004486,Mumu Aquarius Paisely Tank,109.99,1,Yes,Apparel,,,,
40000004483,Mumu Bluebird Cloud Tunic,140.99,1,Yes,Apparel,,,,
40000004483,Mumu Bluebird Cloud Tunic,140.99,1,Yes,Apparel,,,,
40000004483,Mumu Bluebird Cloud Tunic,140.99,1,Yes,Apparel,,,,
40000004509,Mumu Garrett Tank Jungle Juice,134.99,1,Yes,Apparel,,,,
40000004509,Mumu Garrett Tank Jungle Juice,134.99,1,Yes,Apparel,,,,
40000004509,Mumu Garrett Tank Jungle Juice,134.99,1,Yes,Apparel,,,,
40000004509,Mumu Garrett Tank Jungle Juice,134.99,1,Yes,Apparel,,,,
40000004492,Mumu Bonfire Sweater,164.99,1,Yes,Apparel,,,,
40000004492,Mumu Bonfire Sweater,164.99,1,Yes,Apparel,,,,
40000004492,Mumu Bonfire Sweater,164.99,1,Yes,Apparel,,,,
40000004491,Mumu Casa Love Emboridery,154.99,1,Yes,Apparel,,,,
40000004491,Mumu Casa Love Emboridery,154.99,1,Yes,Apparel,,,,
40000004512,Mumu Sawyer Short Rainforest,109.99,1,Yes,Apparel,,,,
40000004512,Mumu Sawyer Short Rainforest,109.99,1,Yes,Apparel,,,,
40000004512,Mumu Sawyer Short Rainforest,109.99,1,Yes,Apparel,,,,
40000004512,Mumu Sawyer Short Rainforest,109.99,1,Yes,Apparel,,,,
40000004396,Level 99 Wide Leg,119.99,1,Yes,Apparel,,,,
40000004396,Level 99 Wide Leg,119.99,1,Yes,Apparel,,,,
40000004396,Level 99 Wide Leg,119.99,1,Yes,Apparel,,,,
40000004513,Mumu Katy Halter Dress Topical,154.99,1,Yes,Apparel,,,,
40000004513,Mumu Katy Halter Dress Topical,154.99,1,Yes,Apparel,,,,
40000004513,Mumu Katy Halter Dress Topical,154.99,1,Yes,Apparel,,,,
40000004513,Mumu Katy Halter Dress Topical,154.99,1,Yes,Apparel,,,,
40000004481,Mumu Bluebird Cloud Mini Dress,165.99,1,Yes,Apparel,,,,
40000004481,Mumu Bluebird Cloud Mini Dress,165.99,1,Yes,Apparel,,,,
40000004481,Mumu Bluebird Cloud Mini Dress,165.99,1,Yes,Apparel,,,,
40000004490,Mumu Bonfire Crisp Pom Shorts,109.99,1,Yes,Apparel,,,,
40000004490,Mumu Bonfire Crisp Pom Shorts,109.99,1,Yes,Apparel,,,,
40000004490,Mumu Bonfire Crisp Pom Shorts,109.99,1,Yes,Apparel,,,,
1813,Black/Red Fringe,45.99,1,Yes,Apparel,,,,
40000003874,Park Swing Tank,38,1,Yes,Apparel,,,,
40000004454,Hazel Havy vest with hood,84.99,1,Yes,Apparel,,,,
40000004454,Hazel Havy vest with hood,84.99,1,Yes,Apparel,,,,
40000004454,Hazel Havy vest with hood,84.99,1,Yes,Apparel,,,,
40000004456,Nation Drap Back Dress,89.99,1,Yes,Apparel,,,,
40000004456,Nation Drap Back Dress,89.99,1,Yes,Apparel,,,,
40000004484,Mumu Blue Mus Tank,135.99,1,Yes,Apparel,,,,
40000004484,Mumu Blue Mus Tank,135.99,1,Yes,Apparel,,,,
40000004484,Mumu Blue Mus Tank,135.99,1,Yes,Apparel,,,,
40000004379,Bella Dahl Cross Back Romper,159.99,1,Yes,Apparel,,,,
40000004379,Bella Dahl Cross Back Romper,159.99,1,Yes,Apparel,,,,
40000004379,Bella Dahl Cross Back Romper,159.99,1,Yes,Apparel,,,,
40000004089,Feel The Piece,99,1,Yes,Apparel,,,,
40000004088,Feel The Piece,85,1,Yes,Apparel,,,,
40000004401,Tart Susannah Top,105.99,1,Yes,Apparel,,,,
40000004401,Tart Susannah Top,105.99,1,Yes,Apparel,,,,
40000004084,Feel The Piece,85,1,Yes,Apparel,,,,
40000004260,Feel The Piece,135.99,1,Yes,Apparel,,,,
40000004260,Feel The Piece,135.99,1,Yes,Apparel,,,,
40000004377,Bella Dahl LArge Pocket Pullov,149.99,1,Yes,Apparel,,,,
40000004208,Morgan Tank,84.99,1,Yes,Apparel,,,,
40000004377,Bella Dahl LArge Pocket Pullov,149.99,1,Yes,Apparel,,,,
40000004377,Bella Dahl LArge Pocket Pullov,149.99,1,Yes,Apparel,,,,
40000004377,Bella Dahl LArge Pocket Pullov,149.99,1,Yes,Apparel,,,,
40000004452,Hazel Navy Top,59.99,1,Yes,Apparel,,,,
40000004452,Hazel Navy Top,59.99,1,Yes,Apparel,,,,
40000004397,Tart Water Tara Dress,142.99,1,Yes,Apparel,,,,
40000004397,Tart Water Tara Dress,142.99,1,Yes,Apparel,,,,
40000004404,Tart Adalyn Pant,127.99,1,Yes,Apparel,,,,
40000004404,Tart Adalyn Pant,127.99,1,Yes,Apparel,,,,
40000004404,Tart Adalyn Pant,127.99,1,Yes,Apparel,,,,
40000004079,PPLA Denim Tank,55,1,Yes,Apparel,,,,
40000004079,PPLA Denim Tank,55,1,Yes,Apparel,,,,
40000004079,PPLA Denim Tank,55,1,Yes,Apparel,,,,
40000003874,Park Swing Tank,38,1,Yes,Apparel,,,,
40000004163,PPLA Top,62.99,1,Yes,Apparel,,,,
40000004242,Z Supply,29.99,1,Yes,Apparel,,,,
40000004327,Free People,68,1,Yes,Apparel,,,,
40000004242,Z Supply,29.99,1,Yes,Apparel,,,,
40000004242,Z Supply,29.99,1,Yes,Apparel,,,,
40000004242,Z Supply,29.99,1,Yes,Apparel,,,,
40000004082,Feel The Piece,150,1,Yes,Apparel,,,,
40000004268,Feel the Piece,99.99,1,Yes,Apparel,,,,
40000004268,Feel the Piece,99.99,1,Yes,Apparel,,,,
40000004241,Z Supply,29.99,1,Yes,Apparel,,,,
40000004383,Young At Heart Stripe Tank,64.99,1,Yes,Apparel,,,,
40000004383,Young At Heart Stripe Tank,64.99,1,Yes,Apparel,,,,
40000004086,Feel The Piece,110,1,Yes,Apparel,,,,
40000004086,Feel The Piece,110,1,Yes,Apparel,,,,
40000004266,Feel the Piece,142.99,1,Yes,Apparel,,,,
40000004267,Feel the Piece,175.99,1,Yes,Apparel,,,,
40000004134,HEATHER GREY,69.99,1,Yes,Apparel,,,,
40000004134,HEATHER GREY,69.99,1,Yes,Apparel,,,,
40000004478,Wilt Blue/White Twisted Rib,118.99,1,Yes,Apparel,,,,
40000004477,Wilt Blue/Putty Vintage V-Neck,97.99,1,Yes,Apparel,,,,
40000004477,Wilt Blue/Putty Vintage V-Neck,97.99,1,Yes,Apparel,,,,
40000004084,Feel The Piece,85,1,Yes,Apparel,,,,
40000004247,Feel The Piece,119.99,1,Yes,Apparel,,,,
40000004330,Free People,98,1,Yes,Apparel,,,,
40000004330,Free People,98,1,Yes,Apparel,,,,
40000004330,Free People,98,1,Yes,Apparel,,,,
40000004330,Free People,98,1,Yes,Apparel,,,,
88837452778,Free People,68,1,Yes,Apparel,,,,
88837452777,Free People,68,1,Yes,Apparel,,,,
88837452775,Free People,68,1,Yes,Apparel,,,,
88837452776,Free People,68,1,Yes,Apparel,,,,
88837452777,Free People,68,1,Yes,Apparel,,,,
40000004328,Free People,128,1,Yes,Apparel,,,,
40000004526,Tart Blazer Olive,169.99,1,Yes,Apparel,,,,
40000004527,Z Supply Camo,34.99,1,Yes,Apparel,,,,
40000004526,Tart Blazer Olive,169.99,1,Yes,Apparel,,,,
40000004526,Tart Blazer Olive,169.99,1,Yes,Apparel,,,,
40000004527,Z Supply Camo,34.99,1,Yes,Apparel,,,,
40000004537,Y@H GRey Twist Tunic,85.99,3,Yes,Apparel,,,,
40000004540,PPLA  Mya Contrast Tank,57.99,3,Yes,Apparel,,,,
40000003717,,225,2,Yes,Apparel,,,,
40000004538,PPLA Distressed Tee Black/Grey,54.99,3,Yes,Apparel,,,,
40000004536,Y@H White FRont Twist Top,49.99,3,Yes,Apparel,,,,
40000004415,Free People Black Combo Dress,88,5,Yes,Apparel,,,,
40000004476,Wilt Grey/Rust Shrunken Tank,87.99,3,Yes,Apparel,,,,
40007737001,Wowsa Hare,25,1,Yes,Giftware,,,,
40008047001,Sauvignon Blanc Candle,28,1,Yes,Giftware,Candle,,,
40007341001,Rose,28,1,Yes,Bath/Body ,,,,
40007777001,Green Wine,25,1,Yes,Giftware,,,,
40007779001,Geometric,25,1,Yes,Giftware,,,,
40007874001,Reversible Tote,95,1,Yes,Accessory ,Handbag,,,Sydney Love
40000004418,Mid Rise Cargo,228,5,Yes,Apparel,Bottom,Pant,Cargo,J Brand
40000004487,Mumu Waterfalls Tank,109.99,3,Yes,Apparel,Top,,,
40000003809,Low Rise Cropped Skinny,198,1,Yes,Apparel,Bottom,,,
40008054001,Champagne Candle,28,1,Yes,Accessory ,Candle,,,
40000004034,Rewined Candle,28,1,Yes,Accessory ,Candle,,,
40000004520,Tart Constance Dress,164.99,1,Yes,Apparel,Dress,,,
40007874001,Reversible Tote,95,1,Yes,Accessory ,Handbag,,,
40000004336,A&B Handbags,64.99,1,Yes,Accessory ,Handbag,,,
40000004519,Tart Rain Dress Python,142.99,3,Yes,Apparel,Dress,,,
40000004520,Tart Constance Dress,164.99,2,Yes,Apparel,Dress,,,
40000004451,Hazel Mint Top,54.99,2,Yes,Apparel,Top,,,
40000004416,Free People Ivory Top,128,3,Yes,Apparel,Top,,,
40000003874,Park Swing Tank,38,3,Yes,Apparel,Top,,,
40000004013,Brya Mid Rise Boot,238,5,Yes,Apparel,Bottom,Pant,Denim,
40000004522,Tart Louis Tank Black,79.99,3,Yes,Apparel,Top,,,
40000004525,Tart Jacket Black,149.99,3,Yes,Apparel,Outer Wear,Blazer,,
40000004451,Hazel Mint Top,54.99,1,Yes,Apparel,Top,,,
40000004504,Nation joanna Dress Olive,99.99,4,Yes,Apparel,Dress,,,
40000004523,Tart Loona Top Grey,84.99,3,Yes,Apparel,,,,
40000004539,PPLA Arrow Wash Tank,44.99,3,Yes,Apparel,Top,,,
40000004521,Tart Charly Dress,149.99,3,Yes,Apparel,Dress,,,
40000004507,Y@H Lawn Slvless Tank,59.99,3,Yes,Apparel,Top,,,
40000004162,PPLA Top,59.99,3,Yes,Apparel,Top,,,
40000004304,PPLA Top,49.99,4,Yes,Apparel,Top,,,
40000004305,PPLA Top,62.99,5,Yes,Apparel,Top,,,
40000004239,Z Supply,34.99,1,Yes,Apparel,Top,,,Z Supply
40000004239,Z Supply,34.99,1,Yes,Apparel,Top,,,Z Supply
40000004328,Free People,128,4,Yes,Apparel,Top,,,Free People
40000004188,The Best Top,108,2,Yes,Apparel,Top,,,
40000004332,GoodHyouman,42.99,1,Yes,Apparel,Top,,,GoodHyoumsn
40000004524,Tart Eilen Top,74.99,3,Yes,Apparel,Top,,,Tart Collection
40000004329,Free People,98,5,Yes,Apparel,,,,Free People
40000004458,Nation Grey Wrap Skirt,92.99,3,Yes,Apparel,Bottom,Skirt,,Nation
40000004538,PPLA Distressed Tee Black/Grey,54.99,3,Yes,Apparel,Top,Tshirt,,PPLA
40000004457,Nation Twist Back Tank,67.99,4,Yes,Apparel,Top,Sleeveless,,Nation
40000004352,Free People,108,4,Yes,Apparel,,,,Free People
40000004482,Mumu White Cloud Mini Dress,165.99,1,Yes,Apparel,Dress,,,Mumu
40000004389,Mamie Ruth Sunday Ticket Tee,59.99,2,Yes,Apparel,Top,Tshirt,,Mamie Ruth
40000004405,Tart Adalyn Pant,127.99,1,Yes,Apparel,Bottom,Crop,,Tart Collection
40000004018,Black Flat,78,6,Yes,Footwear,Flat,,,Lucky Brand
40000004340,A&B Handbags,49.99,1,Yes,Accessory ,Handbag,,,America&Beyond
45000,Fuzzy Key Chain,18,1,Yes,Accessory ,Key Chain,,,
40000004016,Fiesta Sandal,68,6,Yes,Footwear,Sandal,,,Lucky Brand 
40000004017,Black/Clay Wedge,85,3,Yes,Footwear,Wedge,,,Lucky Brand 
40000004019,Magma Sandal,68,6,Yes,Footwear,Sandal,,,Lucky Brand 
40000004020,Blush Sandal,68,4,Yes,Footwear,Sandal,,,Lucky Brand 
